received_date,document_comment
2020-01-12T05:00Z,"Dear Administrator Wheeler,
I do not believe that the revisions to the Lead and Copper Rule are sufficient. For such a sensitive issue with such staggering effects on children, these proposed regulations do little to substantively prevent lead contamination in drinking water. I urge you to consider the following:
Require the replacement of all lead service lines within a specified time frame, as has been done in Framingham, MA; Lansing, MI; Madison, WI; Medford, OR; Sioux Falls, SD; Springfield, MA; Spokane, WA
Retain the current requirement for replacement of lead service lines of at least 7% for communities with water systems above 10 ppb of lead contamination
Include connectors made of lead (like goosenecks) in the definition of lead service lines as they are a major source of lead in drinking water but are currently not included
Make the inventory and location of lead service lines publicly accessible and ensure the regular updating of this resource.
The total replacement of lead service lines should not be treated as a last resort, but a critical and integral part of a long-term solution for lead-contaminated waters. Partial replacements are inefficient and ineffective. We should not need to have another crisis like Flint to address this issue holistically and in its totality."
2020-01-12T05:00Z,"I am in complete agreement with the revisions of the drinking water regulations under the SDWA. According to the National Toxicology Program, low-level lead exposure and its adverse effects are still prevalent despite efforts to reduce exposure in children. I agree that with the EPA that should this agency should publish new, tighter standards for not only drinking water but also in other sources such as soil and paint. I agree with its framework, trigger level, testing in schools, and providing more public education and outreach. Lastly, I also agree with their six area action plan, especially identifying areas most affected. I know that Flint, Michigan has been affected by this for too long. I only hope that Michigan and the city of Flint can improve their water quality and monitoring with these revised policies."
2020-01-12T05:00Z,"To whom it may concern:

There are long term proposed revisions being made to the LCR. One of these provisions are improving risk communication to the public. According to the Massachusetts Municiple Association 40% of the 1000 chosen public schools did not pass the safety requirement of lead in the drinking water. While the new regulations that are being worked on with this new revision, how will you effectively inform students of the safety violations in the mean time?

From,
Matthew Kuta
"
2020-01-12T05:00Z,"Good Evening, after reading over the claims made by the EPA on working to improve water drinking regulations, I had a few questions regarding where the funding will be found to replace the lead service lines and improve water quality. 

For public areas like schools, will the responsibility fall on the district to pay for improvements? What if an area is not as wealthy as other school districts and can not afford to replace/update their current system? "
2020-01-12T05:00Z,"While I am happy to see that replacing lead service lines are included in this proposal, replacing 3% of known LSL's  that do not currently surpass lead levels seems to be far too low. Replacing only 3% of LSL's annually for the next 22 years will still leave over 50% of the 6 to 9 million current LSL's in operation. Considering the health risks you bring up, I think this 3% should be drastically increased in order to ensure the safety of our drinking water across the country."
2020-01-13T05:00Z,"How can the benefits of a further restriction on acceptable levels of lead exposure, specifically in children, be quantified against the costs that will be incurred by enabling further restriction. Costs of this restriction can surely be foreseen readily in the sense that once the rule is enacted, many lead based products, water filtration systems, and water sources that were once deemed acceptable will now not be up to the new and tighter standards imposed. The effect of this could be costly and require large reservoir systems that once operated up to code be completely redone and reconstructed. This example is anecdotal, but it illustrates the point that the cost can be reasonably foreseen. The benefits, I feel on the other hand, cannot. As stated yourself in the proposal, data conducted by the National Toxicology Program in 2012 indicated that there was insuccifcent evidence to tell whether there were adverse health effects associated with the current levels of lead exposure typically experienced. Therefore, how are we to know this tighter restriction would yield any benefit at all, let alone a benefit that would outweigh the potential costs of the rules implementation."
2020-01-13T05:00Z,"I understand the issue of revision of lead and copper rule and its impact on the public health. However, the notice mentioned an action of replacing lead services lines. I think the action of replacing lead services line is necessary but not practical. For some areas, the water services is not that modern and unable to test whether the level of lead is above the proper level. Also, for some remote areas, it would be a huge cost to replace the water system and the replacement would cause inconvenience in the daily life of local people."
2020-01-13T05:00Z,The proposed changes do not go far enough. The annual replacement rate of lead pipes in communities should NOT be reduced. We here in Michigan have seen the effects of mass lead toxicity. It is a preventable problem. Be aggressive in goals and requirements to get lead out of our water distribution infrastructure.
2020-01-13T05:00Z,I am pleased to see that we are looking at Pb levels that are lower than previously evaluated. Though I would like to see federal funding accompanied for rural and minority served communities to replace infrastructure. 
2020-01-13T05:00Z,"ELEC825

As we tackle the next major infrastructure hurdle of the current generation, it is import that a comprehensive funding plan and mechanism be established for replacement of lead service lines. Understanding that there are multiple components from goosenecks, to mainline replacement and internal copper piping. 

Given the significant cost outlay to remediate this problem, we ask that clear, concise and dedicated funding mechanism be put in place that follows all requisite prevailing wage laws. 

"
2019-12-18T05:00Z,"Dear Administrator Wheeler, 

I urge you to address deficiencies in the Proposed Lead and Copper Rule Revisions. We know how to reduce lead at the tap, and now is the time to do everything we can to get lead out of contact with our drinking water. I especially urge you to:

 Require all water systems to fully replace all lead service lines within a specified timeline

 Prohibit partial lead service line replacements, which put people's health at risk and are inefficient

 Water systems with elevated lead levels should fully replace lead service lines at a rate of at least 7% each year.

Please make sure that the Lead and Copper Rule is effective and visionary, and that EPA robustly supports implementation and enforcement."
2019-12-19T05:00Z,"EPA has acknowledged that vibration impacts lead services as follows: ""Although other types of pipe disturbances may occur, such as vibration from the work of other utilities (for example, gas and electric utilities), the water system may not always be aware of the other utilities' activities. Defining pipe disturbance based on when water service is temporarily shut off ensures the water system is aware of the disturbance and can execute the proposed flushing requirement. For disturbances caused by other utilities, the EPA encourages water systems to inform other utilities of the potential for LSL disturbance to cause elevated lead levels in drinking water and attempt to coordinate with them on development and implementation of measures to reduce disturbances and mitigate impacts.""

Railroads (especially heavy freight trains) in the vicinity of homes with lead services can cause vibrations which may increase lead levels inside the affected homes. Consideration of this risk factor can be added to sampling sites and prioritization of lead service replacement."
2020-01-13T05:00Z,"I am sorry to say that I am opposed to the proposed rule. Reducing the rate at which dangerous, aging conduits and pipes are replaced is not in the public interest. Indeed, it is a threat to public health, and the strength of our nation."
2019-12-24T05:00Z,"As a Water Works professional for over 30 years for a non-profit electric and water cooperative, I feel that the water utilities should not be responsible for continuing to take additional lead and Copper samples for daycares and schools. Passing the responsibility and cost on to the water purveyor is just plain wrong. Schools and daycares in Washington state were responsible for collecting their own lead copper samples and paying for them as part of their budget. I believe they should continue collecting their own samples and paying for it."
2019-12-30T05:00Z,"Docket No. EPA-HQ-OW-2017-033
I am a physician, board certified in pediatrics with a special certificate of expertise in medical toxicology and almost 50 years of involvement with lead exposed children and adults.  
I am pleased that EPA took the time to study the issue and to promulgate new regulations.  I am concerned however, that these new proposed regulations are not strong enough, they do not reflect the changes in the knowledge we have, or of another agency's approach to childhood lead exposure/poisoning (United States' Centers for Disease Control, aka CDC).
We now know that a chronic exposure to low levels of lead are more damaging to the intellectual development of children than an occasional higher exposure.  That is why the CDC now looks at the statistical 97.5% of children's blood lead levels to set a ""reference level"" to be targeted by the public health infrastructure.  That level is presently set at 5 mcg/dl and has been proposed to be reset to 3 mcg/dl.  That level is ""achievable"" and reflects the research into what level of lead can, over time, lead to reduced intellectual function.  Unfortunately, according to both models proposed by EPA for calculating body burdens of lead ( The All Age Model for Lead Exposure (AAML) and the Integrated Exposure Uptake Biokinetic (IEUBK) model), and presented at an EPA sponsored Webinar in the fall of 2018, if a toddler is exposed daily to water with a lead concentration of 15 ppb, the resultant blood lead level would already be near or at the proposed CDC reference level of 3 mcg/dl.  
I have always been concerned about the way the EPA action level is enforced.  Stating that a water system meets the standard when 90% of the specimens tested fall under whatever value is used, results in the possibility that 10% of the population is be ""allowed"" to be exposed to potentially serious lead concentrations.  In one study done for the state of California, not one of 500 water systems had levels above 5 ppb; thus, a lower standard is possible, both in action level as well as percentage of tested samples needed to meet or exceed that value.
The CDC made the mistake many years ago of dividing their definition of cases by blood lead levels.  That led to great confusion.  I am afraid that the proposed regulation which now includes a separate ""trigger level,"" of 10 ppb requiring further testing will produce a similar confusion.  That trigger level is above the level predicted to result in a toddler's blood lead being at or above the CDC reference level.  Requiring further testing and no remediation except, perhaps, requiring corrosion control, which should probably always be required regardless of lead level, does not truly protect the citizens who continue being exposed to the lead in the water.
I was disappointed by the encouragement of water testing rather than using available funds to remediate areas already known to need such.  Most states have a good idea where the existing dangerous plumbing exists.  States with cooperative CDC agreements already have access to the addresses and zipcodes of children found to have elevated blood lead levels.  Those areas should be targeted for evaluation, including soil and water lead levels and remediated.  The serious problem is to find a way to fund the remediation needed.  EPA regulations are fine up to the plumbing that is privately owned.  A significant proportion of lead contamination of drinking water is contributed within the confines of a private home.  The pipes and the fixtures themselves may need to be replaced.  The rules concerning how fixtures, such as faucets, can be made are relatively recent and older, potentially contaminated ones, may still be available for purchase.  The EPA regulation should be stronger as to the replacement of such.  
The area of public education is mentioned in the regulation.  It is, indeed, necessary to alert the public as to the dangers of lead in water.  Currently, the onus of responsibility is more on the individual citizen him/herself, than on the public health structure.  The first step in alerting the public should be the publication and provision of information about the age and construction of the water mains.  The potential for contamination should be made known to all citizens.  The information provided should stress remediation rather than testing.  
I trust that my remarks can be taken constructively and may help lead to a safer and healthier environment for children, our most precious ""possessions,"" and only hope for the future!

Steven M Marcus, MD
Professor Emeritus
Departments of Emergency Medicine, Pediatrics, Preventive Medicine and Community Health
New Jersey Medical School
Rutgers University
9 Jesse Court
Montville, NJ 07045
"
2020-01-09T05:00Z,"January 9, 2020

Mr. David Ross
Assistant Administrator
Office of Water
U.S. Environmental Protection Agency
1200 Pennsylvania Ave. NW
Mail code: 4101M
Washington, DC 204600001

RE: Comments regarding the Lead and Copper Rule in the National Primary Drinking Water Regulations, Docket No. EPAHQOW-2017-0300

Dear Assistant Administrator Ross:

We submit the following comments regarding the proposed changes to rule.  It is unclear how the agency has disregarded its own scientific review outlined in the preamble and does not account for our improved understanding of low level lead hazards by leaving in place the 1991 Action Level of 15 ug/l.  The agency acknowledges that since this level was established that significant progress has been made in reducing lead in drinking water.  It does not make sense to leave in place the existing water treatment goal while adding a new and confusing trigger level. 

Instead the agency should take into account that the CDC targeted blood lead level for children based on the current guidance has been greatly reduced since 1991.  

Ideally a new action level should be set based on health based criteria. Even if the proposed standard does not adopt a health based approach, the proposal does little to further incentivize water providers to further reduce lead levels. 

At the very least, the EPA should simplify the proposed regulation and revise the action level to 10 ug/l.  This would provide further incentive for improvements, but it would also be consistent with the World Health Organization's Provisional Guideline value for lead in drinking water.

Regards
Perry Gottesfeld
Executive Director

Occupational Knowledge International
4444 Geary Boulevard, Suite 208
San Francisco, CA 94118 
"
2020-02-07T05:00Z,"We understand the need to identify and correct potential health risk within pubic water systems.

The proposed LCR has concerns for the PWS. 

Questions we have are:
1. Will there be any money to help fund the necessary improvements? The proposed rule could have adverse effects on budgeted monies.

2. Will there be someone available to answer questions and offer guidance on the rule change? Who would that be?

3. Can the notification of customers be lengthened? The proposed 24 hours may sometimes be impossible.

4. If a customer has a lead service line or lead pipes/fittings outside of the PWS, how would that PWS be responsible?

5. Concerning schools and child care facilities, shouldn't this expense be on them?

There needs to be consideration of the potential cost that this rule could have on public water systems and monies available to assist with correction of any deficiencies.

Understanding that there is a need to provide safe drinking water, We would suggest a rule that would allow PWS to phase in the changes, thus not putting the utilities in financial distress. Please take into consideration the comments and concerns of the PWS.  

City of Martinsville Water Utility
PWS#IN5255001"
2020-02-09T05:00Z,"Submitted by Indivisible Montgomery, a grassroots organization of nearly 1,700 concerned citizens of Maryland.

There is no safe level of lead exposure, yet outdated and faulty water delivery systems continue to expose millions of U.S. residents to lead in their drinking water. EPA has stated the need to modernize and improve the existing Lead and Copper Rule to increase public protections against the dangers posed by lead in drinking water in communities throughout the U.S. (1,2). The proposed revisions focus on a variety of factors including identification of lead in drinking water, methods of implementation of protective or corrective actions, replacement of lead service lines (LSLs) bringing water into homes, schools and day care centers, and notification and education of the public on appropriate actions to take.

As stated by the EPA and other organizations, the primary problem with lead contamination in drinking water lies with the estimated 6 million LSLs bringing contaminated water to residents of the U.S. (2,3). The proposed rule, however, would actually slow the replacement of lead-contaminated LSLs and thus increase the time frame over which residents could, and likely would, be exposed to lead (4). The existing rule calls for 7% of LSLs to be replaced annually in community water systems if lead measurements reach EPA's Action Level of >15 ppb. In contrast, the new rule calls for only 3% of LSLs to be replaced when >15 ppb lead is found. This change would effectively more than double the time for replacing offending LSLs for a given water system. A separate assessment by the Natural Resources Defense Council estimated that replacement of all LSLs could take 13 years under the existing rule, but up to 33 years under the revision (5). This assessment called for setting a maximum of 10 years to replace all LSLs nationwide. The American water industry believes that locating and removing all LSLs is urgently necessary (2,5). We agree that achieving this within 10 years is a worthy goal.

It is disconcerting that EPA has chosen not to decrease its Action Level of 15 ppb lead in drinking water. Although EPA has proposed decreasing the Trigger Level to 10 ppb (the level at which water systems must develop plans for the possible reaching of the 15 ppb Action Level in the future), the World Health Organization has stated that 10 ppb is not safe for the most vulnerable, notably children and pregnant mothers and their fetuses (2,5). Moreover, Canada has recently reduced its allowable lead level at the tap, its maximum contaminant level (MCL), to 5 ppb, and Europe has recommended reducing its MCL from 10 to 5 ppb. The NRDC has urged the EPA to lower its lead Action Level to 5 ppm (5). We strongly support this change.

The singular reason for reducing allowable lead concentrations in water now is to prevent exposure to lead, rather than wait for elevated lead to be detected and then for remedial actions to be instituted (5). Remedial actions take time. LSLs are removed only when such remedial actions are ineffective in reducing lead sufficiently. People are exposed in the meantime. The effects of these exposures can last a lifetime (6).

It is widely accepted that there is no safe level of exposure to lead. Yet, over the years 2015-2018, an estimated 5.5 million U.S. residents were served by water systems exceeding the 15 ppm Action Level, and an estimated 30 million residents received water from systems that were in violation of the LCR in a variety of ways. It is time to prevent another generation of children from growing up drinking lead contaminated water in their homes and schools (2,4).

(1)    www.epa.gov/newsreleases/epa-proposes-updates-lead-and-copper-rule-better-protect-children-and-risk-0

(2)  www.sciline.org/evidence-blog/lead-drinking-water

(3) www.washingtonpost.com/climate-environment/2019/10/10/first-time-decades-epa-is-overhauling-how-communities-must-test-lead-water/

(4)  www.nytimes.com/2019/10/10/climate/epa-lead-water-pipes.html

(5)   www.nrdc.org/media/2019/191010; www.nrdc.org/experts/erik-d-olson/heres-whats-needed-fix-outdated-epa-lead-tap-water-rule

(6)    CDC's Morbidity and Mortality Weekly Report August 10, 2012, 61(04): 1-9.

(7)   Lead Poisoning, Annual Review of Medicine, 55: 209-222, 2004"
2020-02-11T05:00Z,"I am in support of all six of the topics addressed through the proposed rule regarding the Lead and Copper Rule Revisions. All points all seem like reasonable approaches to be more efficient at using resources to limit harmful lead exposure to the general public. Protecting children, the most vulnerable and harmed through lead exposure, in schools specifically seems like the best place to start monitoring and addressing lead levels because would drastically improve the quality for the most amount of susceptible people. Lead service lines also still supply water to millions of homes across America that were installed before congress banned them alerting homeowners and ensuring the lines are replaced seem like beneficial actions that the government should take to protect the general public. The rule revisions are in support of better standards for the quality of living for the general public, but attempt to address the issues in the most effective ways to date. 
"
2020-02-11T05:00Z," I oppose the proposed changes that weaken the federal Lead and Copper Rule EPA-HQ-OW-2017-0300-0001.

Please require that all water systems fully remove all lead service lines at their expense within 10 years or less and strengthen requirements for testing and treating the water to ensure reduced lead levels. 

I reject any weakening of current rules  including the proposal to extend to over 33 years the requirement to replace lead pipes in the most severely contaminated water systems. 

SAVE our children, do not weaken the Federal Lead and Copper rule!"
2020-02-11T05:00Z,"The EPA should change the regulations on lead and copper level found in drinking water. Lead and copper both do terrible damage to human bodies, especially juveniles. I believe the two most important components of the necessary change to the regulation is public education and sampling at schools and child care facilities, and reporting requirements for school and child care public education and sampling. I agree with having the CWSs conduct testing on drinking water in public education buildings and child care facilities. The city of Philadelphia had a problem with toxic amounts of lead being found within public education buildings, just recently. Over half the public schools in Philadelphia had lead levels exceeding the EPAs level of 20 ppb. Also, several of those public schools had lead levels in their water greater than 50 ppb. The worst part about this situation is the school board knew about the issue and did nothing. Stricter regulations, regarding the lead and copper levels found in water from public schools and child care facilities, must be enforced. The school board should not have the ability to get away with potentially harming their students. Currently, the sampling of public water systems in these facilities is voluntary. I believe it will further protect the children attending these facilities if the regulations were made stricter. Another side of this change in policy is the educational side of it. Many of the students, teachers, and parents have no real knowledge of the severe effects lead has on the human body. By educating the children and their families, they can be better aware of the potential symptoms of this damage and raise the alarm about the lead levels in the water being too high. I also agree and support the policy siding with the current state regulations that require the water to be tested. I think it is a great idea, by the EPA, that the lead levels not be checked twice, but the sample results from other reputable sources shared and recorded for federal records. I recommend though that the EPA provide remedial options with the school or child care provider on how to fix the lead levels. It is one thing to tell people about the issue, but another thing to actually cause someone to take action. I feel that only telling the different facilities that they have a problem is not enough. I recommend that funding for new faulty equipment should be allocated to the state, and the state handle the issue. Many states already have a plan and agencies that they are working with, so by putting the solutions in the state's hands, the issue of contaminated drinking water will be solved faster and smarter.
"
2020-02-11T05:00Z," I oppose the proposed changes that weaken the federal Lead and Copper Rule EPA-HQ-OW-2017-0300-0001.The Environmental Protection Agency needs to do everything possible to protect communities across the country from lead in our drinking water. Exposure to lead is particularly toxic to children and developing fetuses, causing serious, irreversible damage to their developing brains and nervous systems. Lead is linked to fertility issues, cardiovascular disease, and kidney problems in otherwise healthy adults.There is no safe level of lead exposure. I don't want another generation of our children to be drinking toxic lead. Safe drinking water is a right and a necessity. Please require that all water systems fully remove all lead service lines at their expense within 10 years or less and strengthen requirements for testing and treating the water to ensure reduced lead levels. I REJECT any weakening of current rules  including the proposal to extend to over 33 years the requirement to replace lead pipes in the most severely contaminated water systems. "
2020-02-12T05:00Z,"I would like to voice my support for this proposed rule, as all people, especially children, should have the right to feel safe when drinking water at home and in the public sphere. Through this proposal, drinking water would be more heavily regulated and tested, especially in ""community water systems."" Community water systems, which include schools and child care facilities, should not be threatened by poor water conditions. Poor water conditions may lead to sickness, especially when it comes to young children with weaker immune systems. Testing of these areas should be required, as lead and copper residue in the water stream is harmful. Although the EPA and other agencies have made significant strides in this sector, the ultimate goal should be the absolute elimination of possible sources of contamination. I especially agree with the EPA's planned implementation agenda when it comes to children in schools. Through the passing of this agenda, community water systems in all schools would need to be tested. This testing would identify risk, which could then result in the improvement of those water systems."
2020-02-12T05:00Z,"I think that generally this rule to continue progress in reducing lead and copper exposure is really important, especially considering the water crisis occurring in Flint, Michigan. We should be doing everything in our power to make sure that a crisis like that does not occur anywhere else. I believe that it is good that the proposed rule would require water systems serving fewer numbers to also install corrosion control treatment because drinking water needs to be safe, regardless of the number of people that will be drinking it. I think that this is also kind of an environmental justice issue because in more rural areas where there is less density, there are less people drinking from each water system which have less stringent regulations. Since there are less regulations on water systems in areas like these, it is more likely for water in these areas to be unsafe."
2020-02-12T05:00Z,"I think major improvements upon drinking water need to be made in regards to lead and copper being exposed to children (those who it can be most detrimental to) from paint, ambient air, soil, or dust contamination. While changes in water systems cannot singlehandedly improve the situation, the six steps proposed  should be implemented to meet heightened LCR Provisions to most importantly protect children within their schools. However, I do think pinpointing the areas most impacted can reduce the harmful impacts as the areas with the greatest impact should be selected not just based on the levels in the water but the people being impacted by that water and the cause of the copper and lead. This is a rule that should be approved and matched with the EPA to handle due to their relevance in the situation as it is critical to our environment to have the safest drinking water possible. "
2020-02-12T05:00Z,"I am shocked we are having this conversation in America when this is not a Third World Country. Do better folks. 

The Flint kids will one day grow up to become Future lawyers, doctors, politicians and etc. Lets not make it any much harder for them."
2020-02-12T05:00Z,I think this was a good revision. Copper and lead both have some pretty severe health impacts. Any revision to improve the health standards of drinking water is welcomed by all. 
2020-02-12T05:00Z,"The use of orthophosphates as a form of corrosion control treatment poses an imminent risk to ecosystems subject to waste water disposal by WWTPs. As stated in Section VI.C.9, WWTPs are effective in reducing phosphorus load by 59% before reaching water bodies. The argument being made that only localized impacts may occur establishes a dangerous precedent that this percentage is acceptable to contribute to these localized water bodies. Efforts should be taken by WWTPs to further mitigate the amount of phosphorus reaching these water bodies, however will likely present an increased cost in phosphorus removal in addition to removal costs already incurred. As such, using orthophosphates as a form of CCT should be reconsidered to be a final option for drinking water systems that consistently report above the action level. Alternative CCT measures, including silicate-based corrosion inhibitors, ought to be prioritized as to reduce the impacts on ecosystems exposed to effluent of WWTPs. Furthermore, the use of calcium carbonate as a CCT measure requires further investigation before being entirely removed as an option for CCT. Though some studies indicate calcium carbonate's inability to efficiently reduce leaching of heavy metals, further investigation should be conducted before negating its use as a CCT.
"
2020-02-12T05:00Z,"Requiring schools and licensed childcare services yearly would be an improvement over the current policy of test, however, it will be ineffective to place a required yearly test if only 20% of these facilities are tested. It should also be added that the required test must be done within 24 hours following any replacement of additions to the main water line. Any change in tap monitoring should both require Primary Agency approval and publicly announce changes before any changes are made. Under the proposed ""Find and Fix"" changes a timeline should be put in place to ensure any test results exceeding the maximum amount of lead in the water are confirmed and an action plan on what and when the fix will be made."
2020-02-12T05:00Z,"Dear Administrator Wheeler, 

I support Clean Water Action's push for the EPA to address deficiencies in the Proposed Lead and Copper Rule Revisions. I have personally tested my own water sources for its total dissolved solids and I was floored by how close my water system is to being outside of the EPA's regulations. We do not want to have Flint Water Crises across the U.S. due to negligent policies.

I especially urge you to consider the Clean Water Action's goals to:

 Require all water systems to fully replace all lead service lines within a specified timeline

 Prohibit partial lead service line replacements, which put people's health at risk and are inefficient

 Water systems with elevated lead levels should fully replace lead service lines at a rate of at least 7% each year.

Please make sure that the Lead and Copper Rule is effective and visionary, and that EPA robustly supports implementation and enforcement."
2020-02-12T05:00Z,"There is an obvious draw back on things such as cost and dependability, but nobody has put into concern the ""push' for the new knowledge. The government is pushing for this new prototype even though the technology needed to make it happen has not been created yet. When new technology is rushed while being built it tends to fail. There is already a need/want for more efficient automobiles so therefor companies already have an incentive to create these futuristic designs. I could see the government forcing businesses to throw out designs that are not ready and this will only negatively affect all parties involved. The environment, people, and market will get where it needs to be as soon as it's is possible and the government forcing for quicker results will not progress anything. I don't expect the government to let off and allow free market work to its full potential. Yet, I ask that when putting these new laws into place they include a rel deadline that will benefit everyone. "
2020-02-12T05:00Z,"I think the overall goals and highlights of this proposal are excellent steps to take for the protection of human health.  Firstly, I think it is wonderful that this proposal includes broader use of corrosion control because corrosion control is important for reducing lead contamination from pipes and can even strengthen pipes over time.  I also like that this proposal mentions the importance of educating people about lead and copper contamination because it can help the general public to understand the risks of exposure and also actions that can be taken to reduce exposure.  Finally, I also think it is wonderful that requirements will be stricter in schools; while it is important to protect children from metal contamination in all drinking water, it is especially necessary to monitor lead and metal levels in areas where children are consistently drinking water.  However, I am concerned about financial aspects of this proposal; will it be more difficult to implement in areas where there is lower income or less funding available to the public?"
2020-02-12T05:00Z,"It is a great idea to have better drinking water standards and regulations base on facts. I do see the need for public education and information about what the people drink everyday. Though it is interesting that the United States is still at 10 ppb for lead and copper and allows higher containments for water sources. However, the notion of imputing standards is a step in the right direction and hopefully the United States can be in compliance with most of the developed country's 5 ppb rule, even with money being an issue and an understandable one. "
2020-02-12T05:00Z,I believe the proposed rule will increase public safety. No one wants lead or copper in their drinking water. The first step should definitely be more research into what is safe and acceptable levels. The proposal to include new requirements for drinking water testing is a necessity. We must protect the children in schools and child care facilities to make sure we are not exposing them to dangerous levels of toxins. 
2020-02-12T05:00Z,We concur generally with the comments on inadequate enforcement of the lead and copper rule by Cynthia Giles.
2020-02-12T05:00Z,"EPA's proposal to revise the Drinking Water State Revolving Fund (DWSRF) would require more federal funds to replace Lead Service Lines to protect public health. Many existing programs such as the Water Infrastructure Finance and Innovation Act (WIFIA) and more under the Water Infrastructure Improvements for the Nation Act all provide federal resources, and are the only sources of funding in replacing lead service lines. However, these programs are far from adequate in meeting EPA's need to replace the lines and thus could potentially cause local communities to raise water rates for more funding. While I support EPA's proposal to improve public health, this proposal has unrealistic goals in terms of funding the replacement of Lead Service Lines. The EPA should request for additional funding from Congress in order to move ahead. "
2020-02-12T05:00Z,"The proposed changes in rules regarding lead and copper levels in drinking water is a welcome change to see. The tightening of restrictions on actionable levels and trigger levels will hopefully encourage municipalities and water service providers to update their service lines, and install new filtration services to keep our water clean. Between the crisis in Flint, and the more recent headlines regarding tainted water in Philadelphia, Miami, and New Orleans, seeing the EPA taking an interest in updating drinking water safety protocol is very reassuring. While these proposed rules regarding mostly the filtration of lead and copper, and subsequently the replacement of deteriorating lines contributing to those metal levels in the water, I personally would hope that the required actions these rules proscribe would give suppliers and municipalities a chance to implement even further filtration and cleaning services, while they are updating and replacing anyway. I can only imagine it would be cheaper overall for these organizations to implement all at once, rather than digging away for new infrastructure yet again at an even later date."
2020-02-12T05:00Z,"The levels of lead and copper in our drinking water is something that needs to be closely monitored, especially for the safety of children. In order to make sure the lead and copper is at safe levels, the EPA needs to make sure all filters are tested and certified before running them with drinking water. Also, the EPA needs to ensure that their is sufficient funding to run the secure lines and make sure there are replacements in inventory in case of disaster. A way to ensure funding is always there is to begin to privatize some of the operations. The private sector has plenty of smart and beneficial resources and it could allow for there to always be enough money in the pot to provide insurance."
2020-02-12T05:00Z,Leave the regulation as is. We need safe water now.
2020-02-12T05:00Z,"In the wake of the Flint Water Crisis, I appreciate the EPA's decision to make a more stringent effort in advancing public health standards in regards to lead in public drinking water. I appreciate the stress on equal distribution of water standards.  I hope to see this policy followed through equally, as stated, as lower income communities often live with lower environmental standards. Overall, I hope to see this improve and contribute to greater public health standards for all."
2020-02-12T05:00Z,"There is no safe level of lead exposure, yet outdated and faulty water delivery systems continue to expose millions of U.S. residents to lead in their drinking water. EPA has stated the need to modernize and improve the existing Lead and Copper Rule to increase public protections against the dangers posed by lead in drinking water in communities throughout the U.S. (1,2). The proposed revisions focus on a variety of factors including identification of lead in drinking water, methods of implementation of protective or corrective actions, replacement of lead service lines (LSLs) bringing water into homes, schools and day care centers, and notification and education of the public on appropriate actions to take.

As stated by the EPA and other organizations, the primary problem with lead contamination in drinking water lies with the estimated 6 million LSLs bringing contaminated water to residents of the U.S. (2,3). The proposed rule, however, would actually slow the replacement of lead-contaminated LSLs and thus increase the time frame over which residents could, and likely would, be exposed to lead (4). The existing rule calls for 7% of LSLs to be replaced annually in community water systems if lead measurements reach EPA's Action Level of >15 ppb. In contrast, the new rule calls for only 3% of LSLs to be replaced when >15 ppb lead is found. This change would effectively more than double the time for replacing offending LSLs for a given water system. A separate assessment by the Natural Resources Defense Council estimated that replacement of all LSLs could take 13 years under the existing rule, but up to 33 years under the revision (5). This assessment called for setting a maximum of 10 years to replace all LSLs nationwide. The American water industry believes that locating and removing all LSLs is urgently necessary (2,5). We agree that achieving this within 10 years is a worthy goal.

It is disconcerting that EPA has chosen not to decrease its Action Level of 15 ppb lead in drinking water. Although EPA has proposed decreasing the Trigger Level to 10 ppb (the level at which water systems must develop plans for the possible reaching of the 15 ppb Action Level in the future), the World Health Organization has stated that 10 ppb is not safe for the most vulnerable, notably children and pregnant mothers and their fetuses (2,5). Moreover, Canada has recently reduced its allowable lead level at the tap, its maximum contaminant level (MCL), to 5 ppb, and Europe has recommended reducing its MCL from 10 to 5 ppb. The NRDC has urged the EPA to lower its lead Action Level to 5 ppm (5). We strongly support this change.

The singular reason for reducing allowable lead concentrations in water now is to prevent exposure to lead, rather than wait for elevated lead to be detected and then for remedial actions to be instituted (5). Remedial actions take time. LSLs are removed only when such remedial actions are ineffective in reducing lead sufficiently. People are exposed in the meantime. The effects of these exposures can last a lifetime (6).

It is widely accepted that there is no safe level of exposure to lead. Yet, over the years 2015-2018, an estimated 5.5 million U.S. residents were served by water systems exceeding the 15 ppm Action Level, and an estimated 30 million residents received water from systems that were in violation of the LCR in a variety of ways. It is time to prevent another generation of children from growing up drinking lead contaminated water in their homes and schools (2,4).

(1)    www.epa.gov/newsreleases/epa-proposes-updates-lead-and-copper-rule-better-protect-children-and-risk-0

(2)  www.sciline.org/evidence-blog/lead-drinking-water

(3) www.washingtonpost.com/climate-environment/2019/10/10/first-time-decades-epa-is-overhauling-how-communities-must-test-lead-water/

(4)  www.nytimes.com/2019/10/10/climate/epa-lead-water-pipes.html

(5)   www.nrdc.org/media/2019/191010; www.nrdc.org/experts/erik-d-olson/heres-whats-needed-fix-outdated-epa-lead-tap-water-rule

(6)    CDC's Morbidity and Mortality Weekly Report August 10, 2012, 61(04): 1-9.

(7)   Lead Poisoning, Annual Review of Medicine, 55: 209-222, 2004

"
